BGC	Genus	Name	Type	Functions	Structure	Gram	Antibacterial	Antifungal	Siderophore
BGC0000583	Streptomyces	grisemycin	Linaridin	Unknown	CC(C(N/C(C(N1C(CCC1)C(NC(C)C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(NC(C(N/C(C(NC(C(NC(C(NC(C(NC2C(C)C)=O)CC(C)C)=O)CS/C=C\\NC2=O)=O)[C@H](C)CC)=O)=C/C)=O)CO)=O)[H])=O)CCC(N)=O)=O)[C@H](C)CC)=O)C(C)C)=O)CC3=CC=CC=C3)=O)CCC(N)=O)=O)C)=O)C(C)C)=O)=O)=O)=C\\C)=O)N(C)C	1	0	0	0
BGC0001712	Aspergillus	ochrindol	Other	unk	COC1=C(O)C(C2=CNC3=CC=CC=C23)=C(OC)C(CC=C(C)C)=C1C1=CNC2=C1C=CC=C2	2	0	0	0
BGC0001291	Enterococcus	enterocin NKR-5-3B	Other	unk	unk	1	0	0	0
BGC0000850	Streptomyces	gamma-butyrolactone	Other	unk	unk	1	0	0	0
BGC0000671	Oryza	momilactone	Terpene	unk	unk	3	0	0	0
BGC0000355	Aspergillus	fumiquinazoline A	NRP	Cytotoxic	unk	2	0	0	0
BGC0000944	Staphylococcus	Staphyloferrin A	Other	Siderophore	C(C[C@H](C(=O)[O-])NC(=O)CC(CC(=O)[O-])(C(=O)[O-])O)CNC(=O)CC(CC(=O)[O-])(C(=O)[O-])O	1	0	0	1
BGC0001440	Kitasatospora	cystargolide A	Other	Inhibitor	unk	1	0	0	0
BGC0001083	Streptomyces	merochlorin A	Polyketide	Antibacterial	OC1=C2C([C@]3(C/C(C4)=C(C)\\C)[C@@H]4[C@@](C)(CC/C=C(C)/C)[C@](C3=O)(Cl)C2=O)=CC(O)=C1	1	1	0	0
BGC0001697	Neurospora	neurosporin A	Polyketide	unk	unk	2	0	0	0
BGC0000018	Streptomyces	angolamycin	Polyketide	unk	unk	1	0	0	0
BGC0001405	Chaetomium	chaetoviridin	Polyketide	unk	unk	2	0	0	0
BGC0000117	Streptomyces	oligomycin	Polyketide	unk	unk	1	0	0	0
BGC0000112	Streptomyces	neocarzinostatin 	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0000566	Streptococcus	Streptolysin S	LAP	Cytotoxic	unk	1	0	0	0
BGC0001518	Aspergillus	astellolide	Terpene	unk	[H][C@@]12[C@@H](CC3=C(COC3=O)[C@@]1(COC(C)=O)CCC[C@]2(C)COC(C)=O)OC(=O)C1=CC=CC=C1	2	0	0	0
BGC0000728	Klebsiella	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001257	Nodulisporium	1,3,6,8-tetrahydroxynaphthalene	Polyketide	unk	unk	2	0	0	0
BGC0001414	Streptomyces	griselimycin	NRP	unk	unk	1	0	0	0
BGC0000526	Streptococcus	macedocin	Lantipeptide	Antibacterial	unk	1	1	0	0
BGC0000537	Streptococcus	nisin U	lantipeptide	unk	unk	1	0	0	0
BGC0001778	Streptomyces	showdomycin	Other	unk	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CC(=O)NC1=O	1	0	0	0
BGC0001794	Alternaria	swainsonine	Polyketide	unk	C1C[C@H]([C@@H]2[C@@H]([C@@H](CN2C1)O)O)O	2	0	0	0
BGC0000962	Lyngbya	barbamide	NRP	Cytotoxic	CC(C/C(=C\\C(=O)N(C)C(CC1=CC=CC=C1)C2=NC=CS2)/OC)C(Cl)(Cl)Cl	0	0	0	0
BGC0000990	Sorangium	epothilone	NRP	unk	unk	0	0	0	0
BGC0000839	Chitinophaga	Flexirubin	Other	Unknown	unk	0	0	0	0
BGC0000641	Enterobacteriaceae	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0001587	Streptomyces	ethylenediaminesuccinic acid hydroxyarginine (EDHA)	Other	unk	unk	1	0	0	0
BGC0000596	Streptomyces	SLI-2138	Other	Unknown	unk	1	0	0	0
BGC0000385	Lysobacter	lysobactin	NRP	unk	unk	0	0	0	0
BGC0000619	Lactobacillus	gassericin T	Other	unk	unk	1	0	0	0
BGC0000612	Bacillus	Thiocillin I	Thiopeptide	Antibacterial	unk	1	1	0	0
BGC0000143	Streptomyces	salinomycin	Polyketide	unk	unk	1	0	0	0
BGC0000337	Metarhizium	destruxin	NRP	Other	unk	2	0	0	0
BGC0001793	Chaetothyriaceae	swainsonine	Polyketide	unk	C1C[C@H]([C@@H]2[C@@H]([C@@H](CN2C1)O)O)O	2	0	0	0
BGC0000697	Micromonospora	gentamicin	Saccharide	unk	unk	1	0	0	0
BGC0000696	Micromonospora	gentamicin	Saccharide	unk	unk	1	0	0	0
BGC0000711	Streptomyces	neomycin	Saccharide	unk	unk	1	0	0	0
BGC0000971	Streptomyces	Cinnabaramide	NRP	Antifungal,Cytotoxic	[H][C@]1([C@@H]([C@]([C@@]2(C)O3)(NC([C@@]2(CCCCCC)[H])=O)C3=O)O)CCCC=C1	1	0	1	0
BGC0001178	Actinoplanes	UK-68,597	NRP	Antibacterial	O=C1N[C@@H](C2=CC(O3)=CC(OS(O)(=O)=O)=C2)C(N[C@@H](C(N[C@@H]45)=O)C6=CC(OC7=C(Cl)C=C(C[C@@H]1NC(C(C8=CC3=C(O)C(Cl)=C8)=O)=O)C=C7)=C(O[C@@H]9[C@H](OC%10O[C@@H](C)[C@@H](O)[C@](N)(C)C%10)[C@@H](O)[C@H](O)[C@@H](CO)O9)C(OC%11=CC=C([C@@H](O)[C@H](NC4=O)C(N[C@@H](C(O)=O)C%12=CC(O)=CC(O)=C%12C%13=CC5=CC(Cl)=C%13O)=O)C=C%11Cl)=C6)=O	1	1	0	0
BGC0000549	Streptococcus	salivaricin D	lantipeptide	unk	unk	1	0	0	0
BGC0001074	Streptomyces	cosmomycin D	Saccharide	unk	unk	1	0	0	0
BGC0001186	Candidatus	misakinolide	Polyketide	unk	unk	0	0	0	0
BGC0000326	Streptomyces	complestatin	NRP	unk	unk	1	0	0	0
BGC0001056	Serratia	zeamine	NRP	Antibacterial	CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(CC(O)CC(O)C(N)C(C)C)=O	0	1	0	0
BGC0000171	Streptomyces	9-methylstreptimidone	Polyketide	Antifungal	C/C=C\\C(C)=C\\[C@@H](C(C[C@H](O)CC(CC(N1)=O)CC1=O)=O)C	1	0	1	0
BGC0000480	Nostoc	tenuecyclamide A	Cyanobactin	Unknown	unk	0	0	0	0
BGC0001189	Cupriavidus	taiwachelin	NRP	unk	unk	0	0	0	0
BGC0001078	Streptomyces	furaquinocin A	Terpene	unk	unk	1	0	0	0
BGC0000975	Nostoc	cryptophyicin 1	NRP	Antifungal,Cytotoxic	unk	0	0	1	0
BGC0000454	Vibrio	vanchrobactin	NRP	unk	unk	0	0	0	0
BGC0000308	Staphylococcus	aureusimine	NRP	unk	unk	1	0	0	0
BGC0000131	Streptomyces	pyrrolomycin	Polyketide	unk	unk	1	0	0	0
BGC0001459	Amycolatopsis	decaplanin	NRP	Antibacterial	unk	1	1	0	0
BGC0000527	Bacillus	mersacidin	lantipeptide	unk	unk	1	0	0	0
BGC0000943	Staphylococcus	staphylobactin	Other	unk	unk	1	0	0	0
BGC0001350	Leptolyngbya	phormidolide	Polyketide	unk	unk	0	0	0	0
BGC0000703	Streptomyces	kanamycin	Saccharide	unk	unk	1	0	0	0
BGC0000788	Salmonella	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0000039	Penicillium	compactin	Polyketide	unk	unk	2	0	0	0
BGC0001152	Paenibacillus	fusaricidin B	NRP	Antifungal	unk	1	0	1	0
BGC0001618	Staphylococcus	hyicin 3682	Other	unk	unk	1	0	0	0
BGC0000960	Streptomyces	azinomycin B	NRP	unk	unk	1	0	0	0
BGC0001361	Serratia	sodorifen	Terpene	unk	unk	0	0	0	0
BGC0001280	Phoma	betaenone C	Polyketide	unk	unk	2	0	0	0
BGC0000584	Escherichia	Colicin V	Microcin	unk	unk	0	0	0	0
BGC0001639	Klebsiella	klebsidin 	RiPP	unk	unk	0	0	0	0
BGC0000305	Pseudomonas	Arthrofactin A	NRP	Surfactant	CCCCCCC[C@H](O)CC(N[C@@H](C(N[C@@H](C(N[C@H]([C@H](OC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](CO)NC(C(CC(C)C)N1)=O)=O)[C@@H](C)CC)=O)[C@@H](C)CC)=O)CC(O)=O)=O)C)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@H](CO)C1=O)=O)=O)CC(C)C)=O)=O)CC(O)=O)=O)CC(C)C)=O	0	0	0	0
BGC0001502	Aeromonas	amonabactin	NRP	unk	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	0	0	0	0
BGC0000935	Streptomyces	Esmeraldin	Other	Pigment,Unknown	unk	1	0	0	0
BGC0001438	Streptomyces	Warkmycin CS1	Polyketide	Unknown	O[C@H](C(C)=C1)[C@@]2(O)[C@]([C@@]1([H])O[C@H](C[C@@H](OC)[C@@H]3O)O[C@H]3C)(O)C4=C(C(C(C(O)=C5[C@@H](C[C@@H](O[C@H]6C[C@]([C@H](O[C@@H]7O[C@@H]([C@H](CC7)OC(N)=O)C)[C@@H](C)O6)(C)O)[C@@H]8O)O[C@@H]8C)=C(C=C5)C4=O)=O)[C@H](O)[C@@H]2OC(C)=O	1	0	0	0
BGC0001136	Beauveria	desmethylbassianin	NRP	Unknown	OC1=CC=C(C2=CN(O)C(C(C(/C=C/C=C/C=C/[C@H](C)CC)=O)=C2O)=O)C=C1	2	0	0	0
BGC0001509	Pseudomonas	anikasin	NRP	unk	unk	0	0	0	0
BGC0000189	Xenorhabdus	Xenocyloin A	Polyketide	Unknown	CC(C)C(=O)[C@@H](O)Cc1c[nH]c2ccccc12	0	0	0	0
BGC0001022	Stigmatella	myxalamid	NRP	unk	unk	0	0	0	0
BGC0000462	Pseudomonas	WLIP	NRP	Antibacterial,Other	O=C([C@@H](CC(C)C)NC([C@@H](C(C)C)NC([C@H](NC([C@H](NC([C@H](CC(C)C)NC(C[C@H](O)CCCCCCC)=O)=O)CCC(O)=O)=O)[C@](C)([H])OC1=O)=O)=O)N[C@H](CO)C(N[C@@H](CC(C)C)C(N[C@H](CO)C(N[C@H]1[C@H](CC)C)=O)=O)=O	0	1	0	0
BGC0000483	Microcystis	Aeruginosamide B	Cyanobactin	Unknown	unk	0	0	0	0
BGC0000410	Pseudomonas	pseudomonine	NRP	unk	unk	0	0	0	0
BGC0000764	Lactococcus	exopolysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0001062	Micromonospora	TLN-05220 	Polyketide	unk	unk	1	0	0	0
BGC0001731	Streptomyces	paulomycin	Other	unk	unk	1	0	0	0
BGC0000635	Paracoccus	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0000810	Zea	benzoxazinone DIMBOA	Alkaloid	unk	unk	3	0	0	0
BGC0001720	Beauveria	oosporein	Polyketide	unk	CC1=C(O)C(=O)C(=C(O)C1=O)C1=C(O)C(=O)C(C)=C(O)C1=O	2	0	0	0
BGC0000780	Vibrio	O&K-antigen	Saccharide	unk	unk	0	0	0	0
BGC0001647	Streptomyces	lagunapyrone A	Polyketide	unk	C\C=C(/C)[C@@H](O)[C@H](C)[C@H](O)C\C=C(/C)\C=C(/C)C\C(C)=C\C\C=C(/C)[C@@H](O)[C@@H](C)C1=CC=C(C)C(=O)O1	1	0	0	0
BGC0001567	Streptomyces	cysteoamide	NRP	unk	unk	1	0	0	0
BGC0000342	Fusarium	enniatin	NRP	unk	unk	2	0	0	0
BGC0001733	Pleurocapsa	PcpA	Other	unk	unk	0	0	0	0
BGC0001055	Escherichia	yersiniabactin	NRP	unk	unk	0	0	0	0
BGC0001093	Sorangium	disorazole	NRP	unk	unk	0	0	0	0
BGC0000686	Aspergillus	helvolic acid 	Terpene	unk	unk	2	0	0	0
BGC0001642	Fusarium	koraiol	Terpene	unk	CC1(CC2C1CCC(C3C2(CC3)C)(C)O)C	2	0	0	0
BGC0001352	Streptomyces	Tu 3010	NRP	unk	CCC1=C(O)[C@](CC(N)=O)(SC1=O)\C=C(/C)C=C	1	0	0	0
BGC0001008	Actinomadura	maduropeptin	Polyketide	Antibacterial,Antioxidant	unk	1	1	0	0
BGC0000300	Streptomyces	amychelin	NRP	unk	unk	1	0	0	0
BGC0000314	Pseudoalteromonas	bromoalterochromide A	NRP	Antibacterial,Cytotoxic	O=C([C@H](CC(N)=O)NC1=O)N[C@H](CC(N)=O)C(N[C@H]([C@@H](C)CC)C(O[C@H](C)[C@H](C(N[C@@H]1C(C)C)=O)NC(/C=C/C=C/C=C/C=C/C2=CC=C(O)C(Br)=C2)=O)=O)=O	0	1	0	0
BGC0000773	Escherichia	lipopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000392	Actinosynnema	mirubactin	NRP	unk	unk	1	0	0	0
BGC0000244	Streptomyces	macrotetrolide 	Polyketide	unk	unk	1	0	0	0
BGC0001675	Streptomyces	murayaquinone	Polyketide	unk	CCCC(=O)C1=CC2=C(C(O)=C1C)C(=O)C(=O)C1=C2C=CC=C1O	1	0	0	0
BGC0001368	Streptomyces	tambromycin	NRP	unk	CN1C=C(C2=N[C@@](C)(CO2)C(=O)N[C@@H]([C@H]2CCCN2)C(=O)N[C@@](C)(CO)C(O)=O)C2=C1C=C(Cl)C=C2O	1	0	0	0
BGC0000273	Streptomyces	steffimycin	Polyketide	Cytotoxic	CC1C(C(C(C(O1)OC2C(C(C(=O)C3=C2C(=C4C(=C3)C(=O)C5=CC(=CC(=C5C4=O)O)OC)O)(C)O)OC)OC)O)O	1	0	0	0
BGC0000272	Streptomyces	spore pigment	Polyketide	unk	unk	1	0	0	0
BGC0001801	Streptomyces	thiazostatin	NRP	unk	unk	1	0	0	0
BGC0000666	Streptomyces	xiamycin A	Terpene	Antibacterial	unk	1	1	0	0
BGC0001033	Paenibacillus	paenilamicin	NRP	unk	unk	1	0	0	0
BGC0000380	Sorangium	Leupyrrin	NRP	Antifungal	C1(OC/C(=C(/C)\CCC[*])/C/1=C/C1C2COC(=O)C(CC(C)C)CC(=O)OC3C(C)(CO)C(=O)OC3C(C)=CCC3NC(=CC=3)C(O2)=N1)CC(C)C	0	0	1	0
BGC0000634	Brevundimonas	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0001130	Xenorhabdus	Fabclavine Ia	NRP	Antibacterial,Antifungal,Cytotoxic	CC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCC[C@@H](O)CCNC(=O)C[C@@H](O)C[C@@H](O)[C@@H]3CCCN3C(=O)C2NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C[C@H](N)C(=O)O)CC(=O)NC2C	0	1	1	0
BGC0001378	Streptomyces	tiancimycin	Polyketide	unk	unk	1	0	0	0
BGC0001385	Byssochlamys	byssochlamic acid	Polyketide	unk	unk	2	0	0	0
BGC0001624	Pestalotiopsis	iso-A82775C	Other	unk	unk	2	0	0	0
BGC0000479	Planktothrix	prenylagaramide B	Lantipeptide	Unknown	unk	0	0	0	0
BGC0000628	Lactobacillus	lactocillin	Thiopeptide	Antibacterial	O=C(NC(C(O)=O)C)C1=CSC(C2=CSC(C3=NC(C4=CSC(C(CSC(C5=CNC6=C5C=CC=C6)=O)NC7=O)=N4)=C(C8=NC(C(NC(C(C)O)C(N/C(C9=NC(C(NC(C%10=NC7CS%10)C(O)C)=O)=CS9)=C\\C)=O)=O)=CS8)C=C3)=N2)=N1	1	1	0	0
BGC0001416	Pseudomonas	nunapeptin	NRP	unk	unk	0	0	0	0
BGC0000615	Nocardiopsis	TP-1161	Thiopeptide	Antibacterial	unk	1	1	0	0
BGC0001313	Arabidopsis	arabidiol-baruol	Terpene	unk	unk	3	0	0	0
BGC0000887	Dolichospermum	Saxitoxin	Alkaloid	Other	unk	0	0	0	0
BGC0000890	Pseudoalteromonas	pentabromopseudilin	Other	Antibacterial,Cytotoxic,Inhibitor	C1=C(C=C(C(=C1Br)O)C2=C(C(=C(N2)Br)Br)Br)Br	0	1	0	0
BGC0000792	Enterococcus	polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0001012	Streptomyces	meridamycin	NRP	unk	CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O	1	0	0	0
BGC0000155	Bipolaris	T-toxin	Polyketide	unk	unk	2	0	0	0
BGC0000136	Amycolatopsis	rifamycin	Polyketide	unk	unk	1	0	0	0
BGC0001583	Escovopsis	emodin	Polyketide	unk	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	2	0	0	0
BGC0001582	Nonomuraea	ecumicin	NRP	unk	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1	1	0	0	0
BGC0001533	Streptomyces	borrelidin	Polyketide	unk	[H][C@]1(CCC[C@H]1C(O)=O)[C@]1([H])C\C=C\C=C(C#N)/[C@H](O)[C@@H](C)C[C@H](C)C[C@H](C)C[C@H](C)[C@@H](O)CC(=O)O1	1	0	0	0
BGC0000838	Flavobacterium	flexirubin	Polyketide	unk	CCCCCCCCCCCCC1=C(C=C(C=C1OC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC(=C(C=C2)O)C)C)O	0	0	0	0
BGC0001240	Chaetomium	serinocyclin A	NRP	unk	unk	2	0	0	0
BGC0001424	Myxococcus	Myxochromide C	NRP	Unknown	C1(=O)N[C@@H](CC(C)C)C(N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)C(=O)N[C@@H]1C)=O	0	0	0	0
BGC0000571	Burkholderia	burhizin	Lasso Peptide	unk	unk	0	0	0	0
BGC0001216	Streptomyces	splenocin	NRP	unk	unk	1	0	0	0
BGC0001492	Streptomyces	abyssomicins M-X	Polyketide	unk	unk	1	0	0	0
BGC0000346	Goodfellowiella	epoxomicin	NRP	Cytotoxic,Inhibitor	unk	1	0	0	0
BGC0000982	Cystobacter	cystothiazole A	NRP	unk	unk	0	0	0	0
BGC0001736	Photorhabdus	pepteridine A	NRP	unk	unk	0	0	0	0
BGC0000762	Rhizobium	exopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001064	Cylindrospermum	Cylindrocyclophane D	Polyketide	Cytotoxic	OC1=C2C(O)=CC([C@H](OC(C)=O)[C@@H](C)CCCC[C@H](CCCC)C(C(O)=C3)=C(O)C=C3[C@H](OC(C)=O)[C@@H](C)CCCC[C@@H]2CCCC)=C1	0	0	0	0
BGC0000563	Streptomyces	Venezuelin	Lantipeptide	Unknown	unk	1	0	0	0
BGC0000776	Escherichia	lipopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001589	Burkholderia	exopolysaccharides	Saccharide	unk	unk	0	0	0	0
BGC0000896	Streptomyces	d-cycloserine	Other	unk	unk	1	0	0	0
BGC0000469	Streptomyces	bottromycin A2	Bottromycin	unk	unk	1	0	0	0
BGC0000888	Bacillus	bacilysin	Other	unk	unk	1	0	0	0
BGC0000349	Saccharopolyspora	erythrochelin	NRP	unk	unk	1	0	0	0
BGC0001691	Thelonectria	nectrisine	Other	unk	C1=N[C@@H]([C@H]([C@@H]1O)O)CO	2	0	0	0
BGC0001087	Salinispora	sioxanthin	Saccharide	unk	unk	1	0	0	0
BGC0000094	Streptomyces	methymycin	Polyketide	Antibacterial	CC[C@@H]1[C@@](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2[C@@H]([C@H](C[C@H](O2)C)N(C)C)O)C)C)(C)O	1	1	0	0
BGC0000230	Streptomyces	griseorhodin A	Polyketide	Antibacterial,Cytotoxic,Inhibitor,Other	unk	1	1	0	0
BGC0000567	Rhizobium	trifolitoxin 	Lap / Microcin	unk	unk	0	0	0	0
BGC0000232	Streptomyces	hatomarubigin	Polyketide	unk	unk	1	0	0	0
BGC0000928	Cylindrospermopsis	T3 toxin	Other	unk	unk	0	0	0	0
BGC0000008	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0000222	Streptomyces	FD-594	Polyketide	unk	unk	1	0	0	0
BGC0001431	Stigmatella	Myxochromide S	NRP	Unknown	CC(C[C@@H]1NC([C@@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)[C@@H](C)OC(=O)[C@H](CCC(=O)N)NC([C@H](C)NC(=O)[C@H](C)NC1=O)=O)=O)C	0	0	0	0
BGC0000046	Alternaria	depudecin	Polyketide	Inhibitor	unk	2	0	0	0
BGC0000004	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0000339	Streptomyces	echinomycin	NRP	unk	unk	1	0	0	0
BGC0000146	Alternaria	solanapyrone	Polyketide	unk	unk	2	0	0	0
BGC0000237	Streptomyces	lactonamycin Z	Polyketide	unk	unk	1	0	0	0
BGC0000791	Cronobacter	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0000837	Vibrio	APE Vf	Other	Unknown,Antioxidant	CC1=C(O)C(C)=CC(/C=C/C=C/C=C/C=C/C=C/C=C/C(OC)=O)=C1	0	0	0	0
BGC0000162	Micromonospora	tetrocarcin A	Polyketide	unk	unk	1	0	0	0
BGC0000506	Bacillus	Entianin	Lantipeptide	Antibacterial,Signalling	NC(CC1=CNC2=C1C=CC=C2)C(NC(CCCCN)C(NC(CSCC(C(NC(C5C)C(N4C(C(NC([H])C(NC(CS5)C(NC(C(C)C)C(NC(C6C)C(NC([H])C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(NC(CS6)C(NC(CC7=CC=CC=C7)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C8C)C(NC(C(CC)C)C(NC(C9C)C(NC(CS8)C(NC(CC(N)=O)C(NC(CS9)C(NC(CCCCN)C(NC(C(CC)C)C(NC(C(NC(CCCCN)C(O)=O)=O)=C)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=CC)=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC4)=O)=O)NC3=O)C(NC(CCC(O)=O)C(NC(C(NC3C(C)C)=O)=C)=O)=O)=O)=O	1	1	0	0
BGC0001236	Streptomyces	thiotetroamide	Polyketide	unk	unk	1	0	0	0
BGC0001638	Klebsiella	klebsazolicin	Other	unk	unk	0	0	0	0
BGC0000714	Micromonospora	sisomicin	Saccharide	unk	unk	1	0	0	0
BGC0001274	Starmerella	non-acetylated open-chain sophorolipid	Other	unk	unk	2	0	0	0
BGC0001588	Burkholderia	exopolysaccharides	Saccharide	unk	unk	0	0	0	0
BGC0001629	Pseudomonas	jessenipeptin	NRP	unk	unk	0	0	0	0
BGC0000363	Mycobacterium	glycopeptidolipid	NRP	unk	unk	1	0	0	0
BGC0001807	Streptomyces	totopensamide	NRP	unk	unk	1	0	0	0
BGC0000983	Aspergillus	cytochalasin E	NRP	Inhibitor	unk	2	0	0	0
BGC0000417	Rhodococcus	rhodochelin	NRP	unk	unk	1	0	0	0
BGC0000752	Actinobacillus	capsular polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000166	Streptomyces	tylactone	Polyketide	unk	unk	1	0	0	0
BGC0000719	Streptoalloteichus	tobramycin	Saccharide	unk	unk	1	0	0	0
BGC0000847	Streptomyces	thienamycin	Other	Antibacterial	C[C@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN)O	1	1	0	0
BGC0000456	Lecanicillium	verlamelin	NRP	unk	unk	2	0	0	0
BGC0000520	Lactococcus	lacticin 3147 A1	Lantipeptide	Antibacterial	unk	1	1	0	0
BGC0001207	Eleftheria	teixobactin	NRP	unk	unk	0	0	0	0
BGC0000212	Streptomyces	Cinerubin B	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0001826	Xenorhabdus	xeneprotides A-C	NRP	unk	unk	0	0	0	0
BGC0000294	Acinetobacter	acinetobactin 	NRP	unk	unk	0	0	0	0
BGC0000848	Streptomyces	A-factor	Other	unk	unk	1	0	0	0
BGC0001536	Brevibacillus	brevicidine	NRP	unk	unk	1	0	0	0
BGC0001268	Fusarium	fusarin	NRP	unk	unk	2	0	0	0
BGC0001429	Stigmatella	Myxochromide S	NRP	Unknown	CC(C[C@@H]1NC([C@@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)[C@@H](C)OC(=O)[C@H](CCC(=O)N)NC([C@H](C)NC(=O)[C@H](C)NC1=O)=O)=O)C	0	0	0	0
BGC0000816	Malbranchea	Malbrancheamide A	NRP	Inhibitor	CC1([C@@H]2C[C@]34CCCN3C[C@@]2(CC5=C1NC6=C5C=CC(=C6)Cl)NC4=O)C	2	0	0	0
BGC0000870	Mycobacterium	mycolic acid	Other	unk	unk	1	0	0	0
BGC0000123	Streptomyces	phoslactomycin B	Polyketide	unk	unk	1	0	0	0
BGC0000574	Caulobacter	caulosegnin I	Lasso Peptide	unk	unk	0	0	0	0
BGC0000849	Streptomyces	SCB1	Other	Signalling	O[C@@H](CCCCC(C)C)[C@H]1C(=O)OC[C@H]1CO	1	0	0	0
BGC0001685	Raoultella	N-acyloxyacyl lysine	Other	unk	unk	0	0	0	0
BGC0000884	Pseudomonas	3-methylarginine	Other	unk	unk	0	0	0	0
BGC0000868	Bacillus	teichuronic acid	Other	unk	unk	1	0	0	0
BGC0000492	Lactococcus	lactocyclicin Q	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0000664	Streptomyces	isorenieratene	Terpene	unk	unk	1	0	0	0
BGC0000069	Cystobacter	gephyronic acid	Polyketide	unk	unk	0	0	0	0
BGC0001232	Kitasatospora	leucanicidin	Polyketide	unk	unk	1	0	0	0
BGC0000823	Lechevalieria	rebeccamycin	Alkaloid	unk	unk	1	0	0	0
BGC0000660	Streptomyces	albaflavenone	Terpene	unk	unk	1	0	0	0
BGC0001201	Sorangium	(+)-eremophilene	Terpene	unk	unk	0	0	0	0
BGC0001322	Solanum	lycosantalonol	Terpene	unk	unk	3	0	0	0
BGC0001032	Serratia	oocydin A	NRP	unk	unk	0	0	0	0
BGC0000251	Streptomyces	nogalamycin	Polyketide	unk	unk	1	0	0	0
BGC0000160	Aspergillus	terreic acid	Polyketide	unk	unk	2	0	0	0
BGC0001169	Streptomyces	piericidin A1	Polyketide	Unknown	unk	1	0	0	0
BGC0000797	Sphingomonas	sphingan polysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0000499	Butyrivibrio	butyrivibriocin OR79	lantipeptide	unk	unk	1	0	0	0
BGC0001242	Fusarium	fusarubin	Polyketide	unk	unk	2	0	0	0
